Blog	fix	address	social	university	talked	comfort	direction	sold	term	kinda	taught	skin	gotta	enter	considered	orange	bill	blame	whose	besides	common	lesson	report	odd	february	effect	presents	slept	uncle	fat	trouble	sell	cost	fantastic	tells	among	restaurant	decision	colors	setting	possibly	unique	bird	article	broke	fully	included	mountain	joined	becoming	crap	tough	various	milk	soft	crowd	riding	similar	headed	miles	knowledge	cheap	remind	reminds	garden	kiss	cd	spread	till	heat	daughter	aware	album	checked	sugar	willing	goal	consider	bags	doctor	built	smiling	scene	product	cousin	performance	animal	island	shoot	losing	gifts	advice	match	heads	related	pages	grade	pants	master	eve	swimming	yours	agree	jesus	clearly	picking	language	students	national	crying	interview	fans	ladies	holidays	release	opinion	tickets	wet	lie	north	blogger	attend	vacation	failed	allow	media	halloween	digital	videos	paint	breaking	health	challenge	issue	teeth	mixed	expected	via	checking	suddenly	harder	ending	bringing	dogs	battle	inspired	seat	joke	flight	sight	official	birds	answers	neither	runs	east	artist	stone	account	projects	shut	remembered	classes	edge	festival	sets	friendly	hide	seven	magazine	career	weight	thus	episode	describe	quote	everybody	hadn	net	pizza	feelings	fellow	degrees	happiness	jack	plenty	schedule	plays	french	desk	otherwise	anniversary	success	sand	mid	begins	storm	blogs	community	path	camp	player	credit	tall	cheese	midnight	river	education	van	jobs	circle	pure	pack	powerful	balance	shots	response	available	handle	vs	boxes	lake	sees	personally	prepared	barely	training	receive	cleaning	giant	google	drinks	golden	hat	chair	research	ordered	police	finger	adventure	babies	parties	ah	sex	impossible	packed	distance	normally	feed	tune	rolling	sale	paul	terrible	becomes	calm	goodness	position	honor	musical	forgotten	hits	likely	ears	numbers	ability	wanna	press	led	boss	fighting	tight	listened	noise	tom	states	student	private	society	james	force	disappointed	text	bathroom	hearts	arm	exact	traffic	reached	sometime	guilty	rare	vote	forth	minor	em	killed	member	shower	constantly	rocks	ain	reminded	loose	confused	typical	movement	progress	plastic	review	blow	jam	jeans	grew	culture	library	pics	science	dust	beer	model	decent	san	lessons	officially	directly	selling	damn	folks	butter	staff	aside	topic	shake	signed	false	easter	fourth	cash	deserve	leading	higher	copy	birth	surgery	candy	ups	eight	paying	suit	obvious	salt	professional	youtube	mary	attended	driver	york	cooking	provide	worried	laid	valentine	couch	sisters	lets	blast	indeed	classic	shit	cancer	delicious	value	pro	mission	items	excuse	proper	toy	released	creating	piano	rough	waste	inspiration	bread	lyrics	cell	evil	lord	pulling	considering	holds	yard	faster	lying	sports	kinds	adventures	santa	download	design	painted	doors	angry	meal	visited	prefer	walks	attitude	animals	puts	rule	wore	suppose	option	windows	therefore	role	vision	clock	despite	compared	traditional	degree	avoid	faith	correct	recommend	pleasure	studio	cried	raise	solid	drama	grateful	hungry	activities	plane	target	covers	entry	accident	younger	trips	sang	awake	aunt	concept	gain	waited	bank	somebody	impressed	swing	drunk	sides	celebration	families	fool	juice	attack	walls	serve	overall	pet	curious	appear	experienced	print	hung	ipod	tag	continues	saved	nap	threw	precious	ignore	task	shirts	saving	web	adorable	ticket	tend	necessary	angel	dates	stood	falls	drawing	highly	freedom	modern	stress	bowl	q	finds	stomach
Gone To Falmouth	2	5	10	16	4	2	4	1	20	11	2	2	1	2	1	3	0	5	5	6	1	3	1	10	6	4	1	2	0	1	0	1	1	10	1	2	0	1	0	3	6	2	6	3	3	2	2	1	4	5	6	0	18	0	6	2	0	8	3	1	7	5	2	3	6	0	28	2	0	2	0	8	17	1	0	3	1	5	1	0	3	1	6	2	1	4	0	0	1	2	1	7	2	3	2	4	2	0	0	1	4	0	1	7	2	0	0	24	5	1	5	2	5	9	1	5	0	2	9	1	0	5	0	5	2	5	2	2	0	0	2	3	4	1	1	3	7	1	2	7	3	3	3	0	1	8	1	4	0	1	2	2	3	6	3	0	2	2	4	6	7	2	1	1	4	2	5	0	2	3	5	1	3	2	0	5	2	3	0	6	3	1	3	0	1	1	3	0	4	0	9	0	1	2	5	5	2	1	6	1	0	2	2	4	6	1	4	4	1	4	0	1	8	0	6	1	4	12	2	3	13	0	2	3	3	2	0	1	7	2	1	11	1	3	4	2	4	5	1	1	1	3	2	5	5	7	0	8	0	2	0	0	2	8	5	4	1	3	0	6	2	1	9	0	0	1	0	1	4	0	1	0	2	2	10	0	39	3	6	0	2	3	12	4	0	2	0	4	2	4	5	1	7	0	2	1	4	0	3	1	2	5	1	3	2	2	0	7	1	3	5	1	0	0	5	9	0	0	6	5	3	2	2	1	7	3	1	14	3	1	2	5	1	0	3	0	11	0	2	1	0	0	12	0	0	0	1	2	2	1	4	1	2	0	0	2	1	1	7	6	1	3	2	0	1	0	3	5	4	1	0	0	4	1	0	0	2	12	0	5	2	3	3	2	5	6	10	0	5	1	0	2	2	0	1	1	0	1	4	1	25	0	1	1	6	10	4	0	6	2	0	2	1	2	5	4	0	8	1	0	2	11	1	0	9	2	3	1	5	2	4	1	0	1	1	0	4	3	0	0	2	1	0	0	2	2	3	1	4	1	1	3	4	1	0	11	2	0	0	0	2	2	0	2	3	1	0	1	2	1	2	2	0	2	1	0	4	2	3	7	2	3	0	0	0	1	5	0	2	1	1	1	2	10	8	7	0	2	3	0
Jalandhar Photos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Crazy Nelson Family	0	2	0	0	1	0	2	0	2	0	0	0	10	2	1	2	0	0	1	0	0	2	0	3	9	0	3	6	0	1	1	0	3	1	2	0	0	0	3	3	0	0	0	0	0	0	1	1	1	0	7	0	0	1	0	0	2	1	11	0	1	0	1	0	1	7	0	5	1	0	1	0	0	2	9	1	6	0	6	2	1	1	0	1	1	2	1	0	1	1	2	0	1	1	3	1	3	1	1	5	19	0	0	2	0	1	0	1	2	6	0	1	1	2	1	1	5	2	0	0	0	1	5	0	1	0	6	1	3	3	1	0	4	0	7	0	1	0	2	0	1	5	0	2	0	0	3	2	0	3	0	0	1	0	1	0	0	1	2	2	0	2	0	1	2	3	1	0	2	2	0	1	0	5	1	0	1	8	1	0	1	0	0	1	3	3	2	4	2	2	0	2	0	1	0	0	0	1	1	0	19	0	3	3	0	1	4	1	0	0	2	0	1	0	0	3	2	2	2	2	0	0	0	0	1	3	2	3	5	0	1	0	1	1	5	0	2	0	0	4	4	1	0	0	0	1	0	3	3	0	0	0	141	0	0	4	0	1	0	2	1	1	1	0	5	1	0	0	0	1	1	0	0	2	1	1	2	0	2	2	0	0	0	2	1	1	2	0	1	1	0	0	3	1	0	4	0	0	4	0	1	0	3	7	0	0	0	5	2	4	2	1	2	1	0	0	2	0	0	0	0	0	9	12	1	2	0	0	0	8	0	0	2	0	2	0	12	0	2	0	0	2	1	1	0	3	1	1	1	3	1	3	0	5	4	1	2	3	0	0	2	1	1	1	9	1	5	1	1	0	0	3	0	0	3	0	1	0	3	0	2	4	1	0	0	0	0	4	1	0	1	5	0	2	0	1	2	3	0	11	2	0	2	0	2	1	3	0	0	2	1	3	1	2	0	0	1	0	2	0	0	0	0	0	0	4	2	1	1	1	0	8	0	2	1	10	1	1	0	10	0	0	0	1	1	1	1	0	0	0	10	0	0	1	1	0	0	0	2	1	0	0	1	2	0	0	0	0	2	0	1	5	2	1	2	6	1	0	4	1	8	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	5	0	0
Skidmore Bluffs	3	4	2	1	1	0	0	2	1	1	0	0	1	0	0	0	0	3	0	1	0	0	0	1	0	2	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	4	0	0	1	0	0	0	0	1	0	1	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	4	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0	2	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	16	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0
Shame-free since 1982	4	2	7	10	5	0	7	17	3	5	2	1	1	8	4	5	9	4	4	10	6	6	6	9	5	3	5	3	1	6	6	17	5	20	6	3	2	3	0	4	18	4	4	46	10	4	5	12	3	3	22	4	4	0	4	23	4	5	0	1	2	10	4	4	9	37	23	1	4	5	10	16	470	4	4	2	2	6	2	3	4	0	18	3	2	39	4	7	10	6	3	6	7	9	15	5	6	13	6	2	1	4	15	15	13	5	6	4	5	0	110	51	21	0	111	19	20	1	21	21	8	3	3	5	5	12	17	10	27	2	10	2	1	17	6	7	7	11	4	3	2	4	4	2	6	5	4	21	0	1	9	3	4	6	2	9	21	52	2	2	8	2	1	9	39	2	2	2	2	25	21	6	2	9	3	4	7	15	3	4	3	2	4	3	22	1	6	7	2	0	2	4	6	0	6	7	0	1	4	2	3	5	9	4	4	4	6	3	29	0	7	11	1	0	3	10	4	14	0	17	2	59	4	10	2	6	1	0	1	2	2	1	15	3	2	1	1	21	10	1	2	1	1	30	2	0	2	5	2	2	40	26	22	16	6	2	1	9	5	9	6	10	9	1	1	3	3	19	11	2	4	4	11	3	19	12	1	1	7	14	5	10	1	8	7	2	2	1	0	1	9	2	7	1	3	6	8	6	5	5	12	21	1	3	16	6	2	3	5	22	7	12	1	1	4	0	14	0	2	2	3	8	52	4	15	8	22	39	10	2	1	5	6	5	9	2	1	3	6	8	1	4	3	4	6	8	1	2	13	2	10	21	1	13	10	2	0	38	3	2	1	4	22	0	7	2	2	7	11	142	7	1	1	2	3	3	4	0	4	53	4	0	1	1	2	4	19	3	8	6	3	20	3	0	3	4	4	6	2	5	32	3	1	6	1	1	1	0	2	3	2	2	8	8	0	5	3	0	4	5	0	12	2	1	4	1	6	8	3	14	12	0	4	2	11	3	5	0	3	7	22	1	4	6	0	3	2	1	6	3	1	25	11	7	2	12	6	0	1	3	2	8	0	1	3	5	2	5	0	3	2	0	1	9	5	3	7	1	0	2	7	4	5	10	17	3	9	6	95	0	9	1	1	2	3	2	5	4	2	3
1 Thessalonians 2:17	4	5	1	6	23	2	3	4	3	15	8	4	5	4	1	9	1	0	11	3	1	6	8	4	3	4	7	16	6	1	5	1	3	9	3	6	8	3	3	0	6	3	0	3	3	5	3	17	12	2	9	1	9	6	5	1	3	0	21	10	1	1	0	4	1	6	4	3	31	3	2	2	1	3	4	2	2	3	4	2	7	3	6	2	2	3	7	3	1	4	3	1	4	5	1	13	23	5	3	5	7	3	3	16	3	2	6	7	12	2	3	0	8	1	2	3	4	5	4	14	7	2	1	10	3	0	6	3	0	1	4	3	2	2	6	1	6	3	0	13	1	2	1	6	8	0	8	1	6	3	1	1	0	6	0	12	3	3	4	4	3	3	18	2	3	3	3	4	21	0	1	1	3	1	4	5	4	2	2	16	3	2	2	4	5	7	15	3	8	2	5	1	7	2	1	1	6	3	5	6	19	6	9	7	3	6	11	4	6	1	5	0	7	0	2	0	2	0	4	1	0	8	0	2	4	5	0	1	2	14	1	2	1	8	8	1	1	0	4	4	1	3	7	4	3	6	1	1	3	1	3	5	8	8	2	2	2	1	3	1	3	2	5	1	7	0	20	0	8	4	4	0	5	8	1	4	6	4	0	4	5	3	2	11	1	4	2	0	4	14	3	0	0	3	3	15	4	5	20	6	15	0	3	1	1	1	0	3	2	5	4	2	4	1	0	3	1	1	2	11	3	6	1	6	4	5	4	2	6	1	3	1	2	4	1	2	0	12	2	0	0	2	7	0	3	9	0	24	1	1	2	1	0	1	12	0	8	11	2	0	3	1	0	9	3	29	1	7	1	2	2	11	0	2	1	2	6	1	0	0	0	0	0	3	0	12	0	4	10	16	7	4	0	5	2	2	0	2	6	3	0	1	3	5	8	5	3	1	4	0	0	3	1	2	3	1	5	8	1	1	4	11	5	3	0	1	4	3	0	0	4	10	1	3	5	0	3	2	5	4	2	0	0	1	2	11	8	1	4	1	6	4	0	1	7	5	2	1	1	0	7	7	2	1	7	2	0	0	1	2	7	6	0	3	4	9	6	0	2	0	5	5	1	3	7	1	3	2	0	5	4	2	2	1	2	9	4	1	1	0
MY WORLD or YOUR WORLD	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mumford's Blog	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Real Me	15	4	12	3	14	7	9	17	14	0	5	13	16	1	11	8	28	16	10	31	16	12	9	15	0	4	33	28	5	28	9	29	48	0	16	7	14	9	11	11	34	3	7	1	36	5	12	1	5	2	89	7	16	3	6	4	8	11	5	24	16	54	5	5	4	5	10	7	0	43	8	5	4	11	15	22	17	17	17	24	19	0	1	4	1	7	17	2	24	20	2	17	10	13	23	14	41	8	3	13	4	7	12	20	13	10	14	18	8	5	8	15	2	6	4	12	3	11	15	11	7	6	67	21	18	18	15	7	10	11	14	18	3	35	12	8	12	0	4	7	9	2	6	13	2	9	10	19	3	2	2	6	15	9	13	8	6	5	27	5	10	3	68	9	0	10	3	7	10	2	13	43	3	13	17	7	2	9	3	19	9	16	15	3	14	13	20	6	3	44	50	10	12	4	14	7	5	9	13	4	3	19	35	8	27	5	1	9	4	11	4	5	33	9	6	4	7	5	14	7	65	1	4	2	10	26	12	2	62	86	7	6	3	10	8	18	33	15	10	5	6	7	1	9	9	23	10	27	8	3	4	14	20	49	21	4	21	27	2	4	0	5	28	8	14	12	4	9	9	7	7	4	12	9	2	7	15	7	13	7	10	3	11	13	2	8	17	7	2	11	9	11	5	10	8	2	11	5	25	14	4	6	6	2	6	0	4	11	11	8	15	3	5	3	9	2	0	46	10	122	6	24	3	3	4	8	11	22	75	6	4	7	7	11	2	3	3	9	26	12	6	13	20	14	8	4	18	7	36	4	14	21	13	6	4	3	3	6	65	2	11	12	3	20	1	10	4	1	13	122	7	7	6	16	2	5	15	7	3	5	7	0	13	12	4	23	1	12	39	4	3	20	3	18	8	19	9	15	7	2	3	11	6	9	21	44	5	18	12	4	17	13	11	4	3	7	17	14	4	2	4	3	19	6	14	34	20	10	6	7	1	4	7	12	6	0	7	3	7	36	10	25	9	11	6	0	12	3	6	6	9	9	5	6	2	16	6	2	6	2	9	20	11	13	11	18	2	2	1	3	13	34	2	2	12	41	15	1	7	7	20	8	9	2	1	21	7	1	2	4	7	4	4	11	19	17	17	4	11	13
MySafetyPin	1	2	4	2	0	2	1	4	1	4	1	8	21	1	2	1	2	2	0	6	2	2	1	5	0	2	0	4	3	1	1	1	3	1	0	1	3	2	6	1	2	0	0	13	2	1	0	1	1	1	0	2	0	2	1	6	2	2	1	1	1	1	3	6	0	1	0	6	1	1	4	0	13	0	4	0	0	2	3	0	1	2	1	1	4	5	2	2	2	2	0	1	0	4	0	2	5	5	0	0	1	3	0	1	0	0	3	0	0	1	1	0	8	4	3	4	2	2	1	2	2	0	0	1	0	5	2	0	6	3	1	0	0	5	2	1	4	12	1	0	1	2	1	0	2	6	4	2	2	2	4	7	0	1	1	2	8	2	2	0	3	0	3	1	1	2	0	1	1	4	2	4	0	3	3	2	1	1	1	3	3	2	4	4	1	0	1	3	6	0	0	1	2	0	0	0	0	2	1	0	3	1	4	0	1	1	1	0	1	2	0	1	4	1	0	4	0	0	4	2	1	0	0	4	1	2	1	0	2	0	6	3	2	2	1	3	3	5	7	1	7	1	5	3	1	3	1	0	2	0	1	0	0	3	0	4	1	0	2	5	2	0	3	0	0	0	21	1	0	0	4	2	1	0	0	0	3	2	3	0	0	2	5	2	3	4	0	0	0	0	1	1	1	0	2	3	1	1	2	2	1	9	0	2	4	3	1	1	0	2	5	1	8	3	5	1	6	1	3	5	6	0	0	0	3	1	3	24	0	2	1	0	0	2	1	0	0	1	3	3	0	0	1	4	1	6	3	0	1	1	0	0	2	4	0	0	1	13	0	1	2	1	0	0	0	2	4	0	2	58	4	1	0	0	1	0	4	0	0	5	0	1	0	1	3	2	7	7	3	0	2	1	0	0	0	0	0	2	2	0	2	0	0	1	0	1	1	0	0	2	0	3	2	9	0	1	0	1	6	0	1	0	1	0	1	1	1	1	3	1	1	2	2	0	0	0	1	0	2	1	1	0	0	1	0	0	0	2	2	3	2	0	1	2	0	3	0	4	1	3	2	3	2	0	0	1	1	2	1	1	1	6	0	0	2	0	2	2	0	0	0	0	1	2	0	0	0	1	2	0	1	0	3	1	2	1	0	6	4	4
Pop Hits	0	0	6	0	0	0	10	0	1	0	0	0	8	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	11	0	0	0	0	1	13	56	0	8	0	1	0	1	0	8	0	0	0	0	1	0	0	0	0	0	24	12	1	1	2	0	0	0	0	0	0	3	0	4	0	2	8	0	10	0	0	0	0	2	0	0	1	19	0	0	0	1	2	19	0	0	0	0	0	0	1	0	14	0	0	2	0	0	0	0	0	0	31	0	0	1	0	0	0	4	0	0	0	0	0	1	2	0	0	0	6	0	27	0	0	0	0	0	3	103	0	0	0	4	1	0	0	0	0	0	0	3	1	3	0	0	0	0	0	17	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	56	0	0	0	2	1	0	6	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	2	9	1	0	0	0	1	0	38	1	38	0	0	1	0	0	0	39	0	42	0	0	1	0	12	3	5	2	0	0	0	2	14	4	0	2	0	32	0	0	0	0	1	2	0	0	0	0	0	0	0	0	20	1375	0	0	0	0	4	0	0	1	3	0	6	0	2	0	1	12	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	1	11	0	15	0	0	1	0	0	6	0	0	0	0	1	2	0	3	0	1	0	81	1	0	0	18	0	0	0	0	2	2	0	0	0	0	1	0	0	0	1	13	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	7	5	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	18	0	2	0	0	10	0	0	0	3	0	1	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	5	0	3	5	0	1	0	0	0	0	0	3	2	0	5	3	0	0
tootie fruity	1	5	0	2	5	3	3	0	2	22	0	4	10	13	1	5	1	7	0	1	2	4	0	1	4	1	8	9	15	6	12	2	4	2	4	2	2	1	8	3	6	2	16	0	7	5	2	0	3	10	0	23	6	14	4	3	11	0	23	3	1	2	7	5	9	6	0	2	6	9	16	2	0	4	19	8	0	3	8	1	12	10	2	3	18	3	12	1	45	3	9	1	4	2	0	1	4	25	4	4	10	2	2	1	1	12	0	0	4	8	0	1	1	0	0	2	2	7	4	8	2	4	6	1	2	1	27	8	3	13	2	7	28	0	12	2	1	1	5	2	3	2	6	4	7	1	14	1	0	1	4	18	0	8	3	3	0	0	0	4	1	0	1	3	4	1	4	4	0	0	2	3	9	1	0	0	0	13	5	16	1	3	7	4	1	7	1	1	2	1	3	2	3	9	6	5	8	0	0	0	1	3	4	5	22	4	5	1	8	0	1	8	7	0	5	24	1	0	5	2	1	23	4	4	2	7	8	3	19	0	1	3	0	17	26	6	6	2	16	3	23	4	1	7	0	2	4	2	5	3	2	4	3	23	1	1	9	4	6	4	0	0	4	3	2	4	11	0	2	0	4	1	2	3	2	2	0	1	2	0	1	0	2	13	3	7	2	1	7	1	2	4	1	2	6	8	1	3	9	6	3	2	3	1	3	0	0	18	6	0	13	2	2	3	0	2	45	0	3	4	1	0	0	1	0	5	1	0	1	3	0	1	1	9	2	1	32	0	5	2	2	2	1	5	0	29	5	0	1	5	0	5	0	0	3	2	2	0	1	1	4	7	0	10	4	25	35	2	3	0	33	1	1	6	4	2	7	0	13	0	2	0	4	1	0	5	1	2	4	1	2	1	2	15	4	6	1	3	0	33	1	1	5	11	5	6	0	2	2	3	11	1	2	1	12	3	6	0	0	2	4	0	5	0	1	4	0	4	0	7	3	3	2	0	2	5	4	2	2	7	2	19	4	9	5	2	2	25	3	1	3	2	0	3	12	0	1	2	11	6	1	7	6	1	1	8	3	1	2	4	5	0	3	0	1	22	2	3	0	1	0	2	10	44	0	3	4	9	0	9	6	2	1	1	0	1	6	1	1	1
